"Barcode","Genes"
"s_008um_00369_00194-1","SFRP4"
"s_008um_00347_00125-1","SFRP4"
"s_008um_00249_00143-1","SFRP4"
"s_008um_00321_00388-1","SFRP4"
"s_008um_00377_00137-1","SFRP4"
"s_008um_00314_00355-1","SFRP4"
"s_008um_00381_00403-1","SFRP4"
"s_008um_00380_00089-1","SFRP4"
"s_008um_00237_00383-1","SFRP4"
"s_008um_00337_00278-1","SFRP4"
"s_008um_00343_00103-1","SFRP4"
"s_008um_00434_00168-1","SFRP4"
"s_008um_00230_00406-1","SFRP4"
"s_008um_00408_00137-1","SFRP4"
"s_008um_00214_00275-1","SFRP4"
"s_008um_00391_00193-1","SFRP4"
"s_008um_00362_00071-1","SFRP4"
"s_008um_00236_00128-1","SFRP4"
"s_008um_00258_00399-1","SFRP4"
"s_008um_00453_00310-1","SFRP4"
"s_008um_00411_00188-1","SFRP4"
"s_008um_00270_00427-1","SFRP4"
"s_008um_00236_00045-1","SFRP4"
"s_008um_00229_00131-1","SFRP4"
"s_008um_00350_00299-1","SFRP4"
"s_008um_00255_00058-1","SFRP4"
"s_008um_00371_00168-1","SFRP4"
"s_008um_00370_00319-1","SFRP4"
"s_008um_00192_00275-1","SFRP4"
"s_008um_00227_00073-1","SFRP4"
"s_008um_00252_00358-1","SFRP4"
"s_008um_00492_00227-1","SFRP4"
"s_008um_00293_00092-1","SFRP4"
"s_008um_00420_00162-1","SFRP4"
"s_008um_00250_00389-1","SFRP4"
"s_008um_00223_00115-1","SFRP4"
"s_008um_00220_00308-1","SFRP4"
"s_008um_00237_00138-1","SFRP4"
"s_008um_00065_00753-1","SFRP4"
"s_008um_00410_00565-1","SFRP4"
"s_008um_00263_00398-1","SFRP4"
"s_008um_00364_00120-1","SFRP4"
"s_008um_00176_00238-1","SFRP4"
"s_008um_00217_00303-1","SFRP4"
"s_008um_00360_00424-1","SFRP4"
"s_008um_00161_00297-1","SFRP4"
"s_008um_00258_00354-1","SFRP4"
"s_008um_00362_00198-1","SFRP4"
"s_008um_00291_00371-1","SFRP4"
"s_008um_00386_00143-1","SFRP4"
